bash-4.4# time kafka-producer-perf-test.sh --topic testes-de-performance --num-records 10000000 --throughput -1 --record-size 1000 --producer.config opt/kafka/config/producer.prope
rties
70401 records sent, 13844.8 records/sec (13.20 MB/sec), 1226.0 ms avg latency, 2978.0 ms max latency.
[2022-02-12 20:10:12,694] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-39, retrying (2147483646 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,695] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-39 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,696] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-72, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,697] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-72 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,698] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-9, retrying (2147483646 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,700] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-9 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,702] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-42, retrying (2147483646 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,703] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-42 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,703] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-6, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,704] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-6 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,705] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-75, retrying (2147483646 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,706] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-75 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,707] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-12, retrying (2147483646 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,708] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-12 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,708] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1619 on topic-partition testes-de-performance-45, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,709] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-45 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,710] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1620 on topic-partition testes-de-performance-24, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,711] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-24 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,712] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1620 on topic-partition testes-de-performance-33, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,712] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-33 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,713] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1620 on topic-partition testes-de-performance-27, retrying (2147483646 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,714] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-27 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,716] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1620 on topic-partition testes-de-performance-84, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,717] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-84 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,717] WARN [Producer clientId=producer-1] Got error produce response with correlation id 1620 on topic-partition testes-de-performance-102, retrying (2147483645 attempts left). Error: NETWORK_EXCEPTION (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,718] WARN [Producer clientId=producer-1] Received invalid metadata error in produce request on partition testes-de-performance-102 due to org.apache.kafka.common.errors.NetworkException: The server disconnected before a response was received.. Going to request metadata update now (org.apache.kafka.clients.producer.internals.Sender)
[2022-02-12 20:10:12,743] WARN [Producer clientId=producer-1] Error connecting to node f8df07184120:9092 (id: 3 rack: null) (org.apache.kafka.clients.NetworkClient)
